Paying Month,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,Amount,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3421,XXX_Line_Item_1_A,2800,280,1.,Customer4561,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,85
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3422,XXX_Line_Item_2_A,1080,108,1.,Customer4562,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1080,900
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3423,XXX_Line_Item_3_A,1006,100.54,1.,Customer4563,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1006,243.1
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1144,XXX_Line_Item_1_A,4000,400,1.,Customer4564,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,2377.58
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3424,XXX_Line_Item_2_A,180,18,1.,Customer4565,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,80
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3425,XXX_Line_Item_3_A,1708,170.76,1.,Customer4566,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,803.12
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3426,XXX_Line_Item_1_A,340,34,1.,Customer4567,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,340,3404.42
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1145,XXX_Line_Item_2_A,5600,560,1.,Customer4568,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5600,900
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3427,XXX_Line_Item_3_A,3966,0,1.,Customer4569,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3966,1320
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3428,XXX_Line_Item_1_A,40,4,1.,Customer4570,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,495
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3429,XXX_Line_Item_2_A,216,21.58,1.,Customer4571,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,216,3505.26
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1146,XXX_Line_Item_3_A,1050,105,1.,Customer4572,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1050,87.06
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3430,XXX_Line_Item_1_A,9120,912,1.,Customer4573,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9120,10533.6
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3431,XXX_Line_Item_2_A,4900,490,1.,Customer4574,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4900,34
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3432,XXX_Line_Item_3_A,9800,980,1.,Customer4575,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9800,3756.5
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1147,XXX_Line_Item_1_A,10330,1033,1.,Customer4576,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,10330,30
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3433,XXX_Line_Item_2_A,38400,3840,1.,Customer4577,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,38400,1998
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3434,XXX_Line_Item_3_A,471000,47100,1.,Customer4578,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,471000,-615
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3435,XXX_Line_Item_1_A,18,1.88,1.,Customer4579,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,18,156
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1148,XXX_Line_Item_2_A,50000,5000,1.,Customer4580,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,50000,8100
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3436,XXX_Line_Item_3_A,6148,0,1.,Customer4581,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6148,15.82
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3437,XXX_Line_Item_1_A,21300,0,1.,Customer4582,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,21300,9.32
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3438,XXX_Line_Item_2_A,5400,540,1.,Customer4583,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,5400,50.72
01/02/2017 0:00,Direct Sales,Asia,2017,Lite Item 1149,XXX_Line_Item_3_A,6168,616.8,1.,Customer4584,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6168,13.96
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3439,XXX_Line_Item_1_A,21210,2121,1.,Customer4585,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,21210,79
01/02/2017 0:00,Direct Sales,Asia,2017,Line Item 3440,XXX_Line_Item_2_A,2464,246.5,1.,Customer4586,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2464,428.98
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3441,XXX_Line_Item_3_A,900,90,1.,Customer4587,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,900,998
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1150,XXX_Line_Item_1_A,13480,1348,1.,Customer4588,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,156
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3442,XXX_Line_Item_2_A,7842,784.1,1.,Customer4589,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,7842,1239
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3443,XXX_Line_Item_3_A,680,68,1.,Customer4590,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,680,4875
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3444,XXX_Line_Item_1_A,4900,490,1.,Customer4591,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4900,2922.76
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1151,XXX_Line_Item_2_A,180,18,1.,Customer4592,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,0
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3445,XXX_Line_Item_3_A,4700,470,1.,Customer4593,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4700,8000
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3446,XXX_Line_Item_1_A,1060,106,1.,Customer4594,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,204.22
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3447,XXX_Line_Item_2_A,424,42.5,1.,Customer4595,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,424,341.5
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1152,XXX_Line_Item_3_A,2800,280,1.,Customer4596,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,2082
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3448,XXX_Line_Item_1_A,350,35,1.,Customer4597,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,350,238
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3449,XXX_Line_Item_2_A,300,30,1.,Customer4598,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,170.76
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3450,XXX_Line_Item_3_A,1888,188.8,1.,Customer4599,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1888,4.56
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1153,XXX_Line_Item_1_A,4000,400,1.,Customer4600,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,1411.2
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3451,XXX_Line_Item_2_A,1060,106,1.,Customer4601,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,106
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3452,XXX_Line_Item_3_A,1560,156,1.,Customer4602,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1560,940
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3453,XXX_Line_Item_1_A,914,91.46,1.,Customer4603,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,914,0.34
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1154,XXX_Line_Item_2_A,18000,1800,1.,Customer4604,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,18000,22730.4
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3454,XXX_Line_Item_3_A,318600,31860,1.,Customer4605,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,318600,106
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3455,XXX_Line_Item_1_A,300,30,1.,Customer4606,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,1905.82
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3456,XXX_Line_Item_2_A,3824,382.5,1.,Customer4607,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3824,2997.78
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1155,XXX_Line_Item_3_A,1172,117.2,1.,Customer4608,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1172,4.66
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3457,XXX_Line_Item_1_A,5176,517.5,1.,Customer4609,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,5176,1348
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3458,XXX_Line_Item_2_A,17684,1768.3,1.,Customer4610,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,17684,976.48
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3459,XXX_Line_Item_3_A,35366,3536.6,1.,Customer4611,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,35366,16
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1156,XXX_Line_Item_1_A,13650,0,1.,Customer4612,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,13650,850
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3460,XXX_Line_Item_2_A,9300,930,1.,Customer4613,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,9300,48.86
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3461,XXX_Line_Item_3_A,2014,201.36,1.,Customer4614,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2014,2.14
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3462,XXX_Line_Item_1_A,862,86.24,1.,Customer4615,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,862,890.84
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1157,XXX_Line_Item_2_A,862,86.24,1.,Customer4616,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,862,86.28
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3463,XXX_Line_Item_3_A,32700,3270,1.,Customer4617,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,32700,56.66
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3464,XXX_Line_Item_1_A,19890,1989,1.,Customer4618,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,19890,4875
01/03/2017 0:00,Direct Sales,Asia,2017,Line Item 3465,XXX_Line_Item_2_A,14650,1465,1.,Customer4619,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,14650,1348
01/03/2017 0:00,Direct Sales,Asia,2017,Lite Item 1158,XXX_Line_Item_3_A,3080,308,1.,Customer4620,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3080,83.16
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3466,XXX_Line_Item_1_A,1708,170.76,1.,Customer4621,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,3878.86
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3467,XXX_Line_Item_2_A,2800,280,1.,Customer4622,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,0
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3468,XXX_Line_Item_3_A,7500,750,1.,Customer4623,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,7500,439.6
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1159,XXX_Line_Item_1_A,8,0.7,1.,Customer4624,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8,8960
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3469,XXX_Line_Item_2_A,254,25.48,1.,Customer4625,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,254,783.8
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3470,XXX_Line_Item_3_A,1888,188.8,1.,Customer4626,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1888,74.8
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3471,XXX_Line_Item_1_A,3316,331.5,1.,Customer4627,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3316,5400
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1160,XXX_Line_Item_2_A,1720,171.98,1.,Customer4628,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1720,101.26
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3472,XXX_Line_Item_3_A,30600,3060,1.,Customer4629,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,30600,6612
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3473,XXX_Line_Item_1_A,180,18,1.,Customer4630,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,8.8
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3474,XXX_Line_Item_2_A,34340,0,1.,Customer4631,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,34340,1292.52
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1161,XXX_Line_Item_3_A,454,45.32,1.,Customer4632,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,454,0
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3475,XXX_Line_Item_1_A,2862,286.22,1.,Customer4633,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2862,0
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3476,XXX_Line_Item_2_A,1060,106,1.,Customer4634,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,11.5
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3477,XXX_Line_Item_3_A,1560,156,1.,Customer4635,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1560,4508
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1162,XXX_Line_Item_1_A,1350,135,1.,Customer4636,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1350,0
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3478,XXX_Line_Item_2_A,380,38,1.,Customer4637,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,380,8274.2
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3479,XXX_Line_Item_3_A,8640,864,1.,Customer4638,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8640,4675.16
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3480,XXX_Line_Item_1_A,83400,8340,1.,Customer4639,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,83400,340
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1163,XXX_Line_Item_2_A,48750,4875,1.,Customer4640,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,48750,121.62
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3481,XXX_Line_Item_3_A,350,35,1.,Customer4641,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,350,0
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3482,XXX_Line_Item_1_A,4126,412.66,1.,Customer4642,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4126,5.7
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3483,XXX_Line_Item_2_A,64,6.32,1.,Customer4643,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,64,12.44
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1164,XXX_Line_Item_3_A,3600,360,1.,Customer4644,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3600,12.62
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3484,XXX_Line_Item_1_A,3600,360,1.,Customer4645,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3600,506.86
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3485,XXX_Line_Item_2_A,4112,411.2,1.,Customer4646,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,4112,16.34
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3486,XXX_Line_Item_3_A,2410,241,1.,Customer4647,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2410,59.86
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1165,XXX_Line_Item_1_A,42350,4235,1.,Customer4648,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,42350,288
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3487,XXX_Line_Item_2_A,11550,1155,1.,Customer4649,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,11550,24
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3488,XXX_Line_Item_3_A,660,65.94,1.,Customer4650,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,660,40.76
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3489,XXX_Line_Item_1_A,518,51.78,1.,Customer4651,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,518,4978.92
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1166,XXX_Line_Item_2_A,5400,540,1.,Customer4652,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,5400,2237.34
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3490,XXX_Line_Item_3_A,65686,6568.52,1.,Customer4653,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,65686,2198
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3491,XXX_Line_Item_1_A,4620,461.96,1.,Customer4654,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,4620,238
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3492,XXX_Line_Item_2_A,7700,770,1.,Customer4655,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,7700,25560
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 1167,XXX_Line_Item_3_A,5680,568,1.,Customer4656,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,5680,476
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3493,XXX_Line_Item_1_A,2588,258.76,1.,Customer4657,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2588,414.72
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3494,XXX_Line_Item_2_A,8342,834.2,1.,Customer4658,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,8342,3.22
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3495,XXX_Line_Item_3_A,7848,784.8,1.,Customer4659,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,7848,4.9
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 3496,XXX_Line_Item_2_A,5700,570,1.,Customer4661,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,5700,156
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3497,XXX_Line_Item_3_A,680,68,1.,Customer4662,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,680,6.5
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3498,XXX_Line_Item_1_A,424,42.5,1.,Customer4663,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,424,107.52
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1169,XXX_Line_Item_2_A,2800,280,1.,Customer4664,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,600
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3499,XXX_Line_Item_3_A,64,6.5,1.,Customer4665,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,64,0
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3500,XXX_Line_Item_1_A,110,11,1.,Customer4666,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,110,30
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3501,XXX_Line_Item_2_A,13480,1348,1.,Customer4667,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,10.62
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1170,XXX_Line_Item_3_A,730,73,1.,Customer4668,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,730,195
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3502,XXX_Line_Item_1_A,9000,900,1.,Customer4669,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9000,176.56
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3503,XXX_Line_Item_2_A,76,7.62,1.,Customer4670,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,76,9.24
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3504,XXX_Line_Item_3_A,2104,210.46,1.,Customer4671,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2104,1711.06
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1171,XXX_Line_Item_1_A,680,68,1.,Customer4672,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,680,745.72
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3505,XXX_Line_Item_2_A,1060,106,1.,Customer4673,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,-180
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3506,XXX_Line_Item_3_A,8960,896.1,1.,Customer4674,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8960,72
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3507,XXX_Line_Item_1_A,1060,106,1.,Customer4675,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,30
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1172,XXX_Line_Item_2_A,3078,307.82,1.,Customer4676,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3078,1328
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3508,XXX_Line_Item_3_A,44400,4440,1.,Customer4677,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,44400,0
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3509,XXX_Line_Item_1_A,8640,864,1.,Customer4678,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8640,56
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3510,XXX_Line_Item_2_A,106080,10608,1.,Customer4679,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,106080,180
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1173,XXX_Line_Item_3_A,264,26.3,1.,Customer4680,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,264,4400
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3511,XXX_Line_Item_1_A,180,18,1.,Customer4681,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,2220
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3512,XXX_Line_Item_2_A,2400,240,1.,Customer4682,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2400,0
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3513,XXX_Line_Item_3_A,62,6.28,1.,Customer4683,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,62,318.4
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1174,XXX_Line_Item_1_A,764,76.48,1.,Customer4684,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,764,7520
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3514,XXX_Line_Item_2_A,2550,0,1.,Customer4685,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2550,0
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3515,XXX_Line_Item_3_A,11696,1169.6,1.,Customer4686,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,11696,15
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 3516,XXX_Line_Item_1_A,21210,2121,1.,Customer4687,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,21210,300
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 1175,XXX_Line_Item_2_A,180,17.96,1.,Customer4688,201-500,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,180,16080
