Paying Month,Amount,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/02/2019 0:00,1060,Direct Sales,Asia,2020,Line Item 4089,XXX_Line_Item_3_A,165,1,Customer5451,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1650,0
01/02/2019 0:00,1560,Direct Sales,Asia,2020,Lite Item 1366,XXX_Line_Item_1_A,187.86,1,Customer5452,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1878,0
01/02/2019 0:00,20,Direct Sales,Asia,2020,Line Item 4090,XXX_Line_Item_2_A,340,1,Customer5453,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3400,0
01/02/2019 0:00,8466,Direct Sales,Asia,2020,Line Item 4091,XXX_Line_Item_3_A,1348,1,Customer5454,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,0
01/02/2019 0:00,506,Direct Sales,Asia,2020,Line Item 4092,XXX_Line_Item_1_A,29.92,1,Customer5455,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,0
01/02/2019 0:00,156,Direct Sales,Asia,2020,Lite Item 1367,XXX_Line_Item_2_A,30,1,Customer5456,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,0
01/02/2019 0:00,20700,Direct Sales,Asia,2020,Line Item 4093,XXX_Line_Item_3_A,75.56,1,Customer5457,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,756,0
01/02/2019 0:00,29594,Direct Sales,Asia,2020,Line Item 4094,XXX_Line_Item_1_A,13.78,1,Customer5458,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,138,0
01/02/2019 0:00,83400,Direct Sales,Asia,2020,Line Item 4095,XXX_Line_Item_2_A,0.08,1,Customer5459,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,0,0
01/02/2019 0:00,1180,Direct Sales,Asia,2020,Lite Item 1368,XXX_Line_Item_3_A,129.48,1,Customer5460,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1294,0
01/02/2019 0:00,15794,Direct Sales,Asia,2020,Line Item 4096,XXX_Line_Item_1_A,786.32,1,Customer5461,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,7864,0
01/03/2019 0:00,286,Direct Sales,Asia,2020,Line Item 4097,XXX_Line_Item_2_A,132,1,Customer5462,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1320,0
01/03/2019 0:00,37152,Direct Sales,Asia,2020,Line Item 4098,XXX_Line_Item_3_A,5.78,1,Customer5463,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,58,0
01/03/2019 0:00,5656,Direct Sales,Asia,2020,Lite Item 1369,XXX_Line_Item_1_A,51.52,1,Customer5464,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,516,0
01/03/2019 0:00,1708,Direct Sales,Asia,2020,Line Item 4099,XXX_Line_Item_2_A,-465,1,Customer5465,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-4650,0
01/03/2019 0:00,340,Direct Sales,Asia,2020,Line Item 4100,XXX_Line_Item_3_A,1500,1,Customer5466,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,15000,0
01/03/2019 0:00,5600,Direct Sales,Asia,2020,Line Item 4101,XXX_Line_Item_1_A,79,1,Customer5467,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,790,0
01/03/2019 0:00,554,Direct Sales,Asia,2020,Lite Item 1370,XXX_Line_Item_2_A,4875,1,Customer5468,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,48750,0
01/03/2019 0:00,374,Direct Sales,Asia,2020,Line Item 4102,XXX_Line_Item_3_A,408,1,Customer5469,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4080,0
01/03/2019 0:00,134,Direct Sales,Asia,2020,Line Item 4103,XXX_Line_Item_1_A,7056,1,Customer5470,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,70560,0
01/03/2019 0:00,-63800,Direct Sales,Asia,2020,Line Item 4104,XXX_Line_Item_2_A,182.4,1,Customer5471,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1824,0
01/03/2019 0:00,-80000,Direct Sales,Asia,2020,Lite Item 1371,XXX_Line_Item_3_A,3840,1,Customer5472,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,38400,0
01/03/2019 0:00,477600,Direct Sales,Asia,2020,Line Item 4105,XXX_Line_Item_1_A,762.02,1,Customer5473,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,7620,0
01/03/2019 0:00,108000,Direct Sales,Asia,2020,Line Item 4106,XXX_Line_Item_2_A,610.72,1,Customer5474,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,6108,0
01/03/2019 0:00,54000,Direct Sales,Asia,2020,Line Item 4107,XXX_Line_Item_3_A,0,1,Customer5475,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,360000,0
01/03/2019 0:00,28,Direct Sales,Asia,2020,Lite Item 1372,XXX_Line_Item_1_A,1262.6,1,Customer5476,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,12626,0
01/03/2019 0:00,38400,Direct Sales,Asia,2020,Line Item 4108,XXX_Line_Item_2_A,900,1,Customer5477,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9000,0
01/03/2019 0:00,8500,Direct Sales,Asia,2020,Line Item 4109,XXX_Line_Item_3_A,1348,1,Customer5478,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,0
01/03/2019 0:00,49190,Direct Sales,Asia,2020,Line Item 4110,XXX_Line_Item_1_A,25.72,1,Customer5479,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,258,0
01/03/2019 0:00,13364,Direct Sales,Asia,2020,Lite Item 1373,XXX_Line_Item_2_A,10.1,1,Customer5480,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,102,0
01/03/2019 0:00,2070,Direct Sales,Asia,2020,Line Item 4111,XXX_Line_Item_3_A,850,1,Customer5481,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0
01/03/2019 0:00,10810,Direct Sales,Asia,2020,Line Item 4112,XXX_Line_Item_1_A,850,1,Customer5482,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0
01/03/2019 0:00,126226,Direct Sales,Asia,2020,Line Item 4113,XXX_Line_Item_2_A,74.8,1,Customer5483,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,0
01/03/2019 0:00,850,Direct Sales,Asia,2020,Lite Item 1374,XXX_Line_Item_3_A,510,1,Customer5484,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5100,0
01/04/2019 0:00,3796,Direct Sales,Asia,2020,Line Item 4114,XXX_Line_Item_1_A,5268.8,1,Customer5485,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,52688,0
01/04/2019 0:00,2550,Direct Sales,Asia,2020,Line Item 4115,XXX_Line_Item_2_A,7236.24,1,Customer5486,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,72362,0
01/04/2019 0:00,40,Direct Sales,Asia,2020,Line Item 4116,XXX_Line_Item_3_A,0,1,Customer5487,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6394,0
01/04/2019 0:00,2214,Direct Sales,Asia,2020,Lite Item 1375,XXX_Line_Item_1_A,4654.08,1,Customer5488,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,46540,0
01/04/2019 0:00,7066,Direct Sales,Asia,2020,Line Item 4117,XXX_Line_Item_2_A,694.5,1,Customer5489,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,6946,0
01/04/2019 0:00,484,Direct Sales,Asia,2020,Line Item 4118,XXX_Line_Item_3_A,31.72,1,Customer5490,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,318,0
01/04/2019 0:00,1708,Direct Sales,Asia,2020,Line Item 4119,XXX_Line_Item_1_A,18,1,Customer5491,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,0
01/04/2019 0:00,850,Direct Sales,Asia,2020,Lite Item 1376,XXX_Line_Item_2_A,192.84,1,Customer5492,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1928,0
01/04/2019 0:00,2800,Direct Sales,Asia,2020,Line Item 4120,XXX_Line_Item_3_A,0.14,1,Customer5493,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2,0
01/04/2019 0:00,67200,Direct Sales,Asia,2020,Line Item 4121,XXX_Line_Item_1_A,277.1,1,Customer5494,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2772,0
01/04/2019 0:00,9980,Direct Sales,Asia,2020,Line Item 4122,XXX_Line_Item_2_A,0,1,Customer5495,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-134400,0
01/04/2019 0:00,19350,Direct Sales,Asia,2020,Lite Item 1377,XXX_Line_Item_3_A,-65.16,1,Customer5496,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-652,0
01/04/2019 0:00,48750,Direct Sales,Asia,2020,Line Item 4123,XXX_Line_Item_1_A,0,1,Customer5497,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,20000,0
01/04/2019 0:00,8500,Direct Sales,Asia,2020,Line Item 4124,XXX_Line_Item_2_A,0,1,Customer5498,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,212400,0
01/05/2019 0:00,544,Direct Sales,Asia,2020,Line Item 4125,XXX_Line_Item_3_A,1500,1,Customer5499,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,15000,0
01/05/2019 0:00,1120,Direct Sales,Asia,2020,Lite Item 1378,XXX_Line_Item_1_A,3600,1,Customer5500,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,36000,0
01/05/2019 0:00,680,Direct Sales,Asia,2020,Line Item 4126,XXX_Line_Item_2_A,26.74,1,Customer5501,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,268,0
01/05/2019 0:00,424,Direct Sales,Asia,2020,Line Item 4127,XXX_Line_Item_3_A,400,1,Customer5502,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,0
01/05/2019 0:00,2800,Direct Sales,Asia,2020,Line Item 4128,XXX_Line_Item_1_A,191.28,1,Customer5503,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1912,0
01/05/2019 0:00,15180,Direct Sales,Asia,2020,Lite Item 1379,XXX_Line_Item_2_A,1155,1,Customer5504,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,11550,0
01/05/2019 0:00,2550,Direct Sales,Asia,2020,Line Item 4129,XXX_Line_Item_3_A,30,1,Customer5505,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,0
01/05/2019 0:00,40,Direct Sales,Asia,2020,Line Item 4130,XXX_Line_Item_1_A,74.8,1,Customer5506,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,0
01/05/2019 0:00,24694,Direct Sales,Asia,2020,Line Item 4131,XXX_Line_Item_2_A,312.9,1,Customer5507,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3130,0
01/05/2019 0:00,15000,Direct Sales,Asia,2020,Lite Item 1380,XXX_Line_Item_3_A,79,1,Customer5508,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,790,0
01/05/2019 0:00,6552,Direct Sales,Asia,2020,Line Item 4132,XXX_Line_Item_1_A,3233.6,1,Customer5509,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,32336,0
01/05/2019 0:00,42872,Direct Sales,Asia,2020,Line Item 4133,XXX_Line_Item_2_A,5268.8,1,Customer5510,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,52688,0
01/05/2019 0:00,3200,Direct Sales,Asia,2020,Line Item 4134,XXX_Line_Item_3_A,2220,1,Customer5511,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,22200,0
01/05/2019 0:00,1760,Direct Sales,Asia,2020,Lite Item 1381,XXX_Line_Item_1_A,13.98,1,Customer5512,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,140,0
01/05/2019 0:00,1320,Direct Sales,Asia,2020,Line Item 4135,XXX_Line_Item_2_A,8.5,1,Customer5513,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,84,0
01/06/2019 0:00,8186,Direct Sales,Asia,2020,Line Item 4136,XXX_Line_Item_3_A,63,1,Customer5514,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,630,0
01/06/2019 0:00,116,Direct Sales,Asia,2020,Line Item 4137,XXX_Line_Item_1_A,1.18,1,Customer5515,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,12,0
01/06/2019 0:00,3416,Direct Sales,Asia,2020,Lite Item 1382,XXX_Line_Item_2_A,16.34,1,Customer5516,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,164,0
01/06/2019 0:00,340,Direct Sales,Asia,2020,Line Item 4138,XXX_Line_Item_3_A,244.28,1,Customer5517,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2442,0
01/06/2019 0:00,424,Direct Sales,Asia,2020,Line Item 4139,XXX_Line_Item_1_A,18.02,1,Customer5518,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,180,0
01/06/2019 0:00,28206,Direct Sales,Asia,2020,Line Item 4140,XXX_Line_Item_2_A,3920,1,Customer5519,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,39200,0
01/06/2019 0:00,6580,Direct Sales,Asia,2020,Lite Item 1383,XXX_Line_Item_3_A,138.18,1,Customer5520,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1382,0
01/06/2019 0:00,894,Direct Sales,Asia,2020,Line Item 4141,XXX_Line_Item_1_A,106,1,Customer5521,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,0
01/06/2019 0:00,2254,Direct Sales,Asia,2020,Line Item 4142,XXX_Line_Item_2_A,156,1,Customer5522,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1560,0
01/06/2019 0:00,96000,Direct Sales,Asia,2020,Line Item 4143,XXX_Line_Item_3_A,79,1,Customer5523,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,790,0
01/06/2019 0:00,316920,Direct Sales,Asia,2020,Lite Item 1384,XXX_Line_Item_1_A,17.12,1,Customer5524,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,172,0
01/06/2019 0:00,12000,Direct Sales,Asia,2020,Line Item 4144,XXX_Line_Item_2_A,182.34,1,Customer5525,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1824,0
01/06/2019 0:00,1604,Direct Sales,Asia,2020,Line Item 4145,XXX_Line_Item_3_A,87.5,1,Customer5526,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,874,0
01/06/2019 0:00,9000,Direct Sales,Asia,2020,Line Item 4146,XXX_Line_Item_1_A,0.08,1,Customer5527,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,0,0
01/06/2019 0:00,15592,Direct Sales,Asia,2020,Lite Item 1385,XXX_Line_Item_2_A,39.04,1,Customer5528,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,390,0
01/06/2019 0:00,1650,Direct Sales,Asia,2020,Line Item 4147,XXX_Line_Item_3_A,1932,1,Customer5529,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,19320,0
01/06/2019 0:00,732,Direct Sales,Asia,2020,Line Item 4148,XXX_Line_Item_1_A,5491.44,1,Customer5530,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,54914,0
01/06/2019 0:00,366,Direct Sales,Asia,2020,Line Item 4149,XXX_Line_Item_2_A,6895.26,1,Customer5531,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,68952,0
01/06/2019 0:00,2396,Direct Sales,Asia,2020,Lite Item 1386,XXX_Line_Item_3_A,-1590.8,1,Customer5532,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,-15908,0
01/06/2019 0:00,35052,Direct Sales,Asia,2020,Line Item 4150,XXX_Line_Item_1_A,-6895.26,1,Customer5533,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,-68952,0
01/06/2019 0:00,37322,Direct Sales,Asia,2020,Line Item 4151,XXX_Line_Item_2_A,25.88,1,Customer5534,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,258,0
01/07/2019 0:00,324,Direct Sales,Asia,2020,Line Item 4152,XXX_Line_Item_3_A,29.26,1,Customer5535,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,292,0
01/07/2019 0:00,348,Direct Sales,Asia,2020,Lite Item 1387,XXX_Line_Item_1_A,168.32,1,Customer5536,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1684,0
01/07/2019 0:00,690,Direct Sales,Asia,2020,Line Item 4153,XXX_Line_Item_2_A,218.32,1,Customer5537,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2184,0
01/07/2019 0:00,75600,Direct Sales,Asia,2020,Line Item 4154,XXX_Line_Item_3_A,131.04,1,Customer5538,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1310,0
01/07/2019 0:00,188700,Direct Sales,Asia,2020,Line Item 4155,XXX_Line_Item_1_A,3471,1,Customer5539,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,34710,0
01/07/2019 0:00,62400,Direct Sales,Asia,2020,Lite Item 1388,XXX_Line_Item_2_A,5233.34,1,Customer5540,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,52334,0
01/07/2019 0:00,998,Direct Sales,Asia,2020,Line Item 4156,XXX_Line_Item_3_A,2160,1,Customer5541,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,21600,0
01/07/2019 0:00,4700,Direct Sales,Asia,2020,Line Item 4157,XXX_Line_Item_1_A,102.92,1,Customer5542,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1030,0
01/07/2019 0:00,172,Direct Sales,Asia,2020,Line Item 4158,XXX_Line_Item_2_A,30,1,Customer5543,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,300,0
01/07/2019 0:00,816,Direct Sales,Asia,2020,Lite Item 1389,XXX_Line_Item_3_A,38.28,1,Customer5544,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,382,0
01/07/2019 0:00,9000,Direct Sales,Asia,2020,Line Item 4159,XXX_Line_Item_1_A,334.32,1,Customer5545,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3344,0
01/07/2019 0:00,1708,Direct Sales,Asia,2020,Line Item 4160,XXX_Line_Item_2_A,17.62,1,Customer5546,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,176,0
01/07/2019 0:00,850,Direct Sales,Asia,2020,Line Item 4161,XXX_Line_Item_3_A,1181.46,1,Customer5547,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,11814,0
01/07/2019 0:00,2800,Direct Sales,Asia,2020,Lite Item 1390,XXX_Line_Item_1_A,29.12,1,Customer5548,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,292,0
01/07/2019 0:00,18334,Direct Sales,Asia,2020,Line Item 4162,XXX_Line_Item_2_A,106,1,Customer5549,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,0
01/08/2019 0:00,700,Direct Sales,Asia,2020,Line Item 4163,XXX_Line_Item_3_A,156,1,Customer5550,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1560,0
01/08/2019 0:00,15000,Direct Sales,Asia,2020,Line Item 4164,XXX_Line_Item_1_A,3437.94,1,Customer5551,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,34380,0
01/08/2019 0:00,23592,Direct Sales,Asia,2020,Lite Item 1391,XXX_Line_Item_2_A,25.44,1,Customer5552,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,254,0
01/08/2019 0:00,34346,Direct Sales,Asia,2020,Line Item 4165,XXX_Line_Item_3_A,1.48,1,Customer5553,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,14,0
01/08/2019 0:00,3416,Direct Sales,Asia,2020,Line Item 4166,XXX_Line_Item_1_A,77.88,1,Customer5554,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,778,0
01/08/2019 0:00,340,Direct Sales,Asia,2020,Line Item 4167,XXX_Line_Item_2_A,45,1,Customer5555,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,450,0
01/08/2019 0:00,424,Direct Sales,Asia,2020,Lite Item 1392,XXX_Line_Item_3_A,131.54,1,Customer5556,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1316,0
01/08/2019 0:00,196,Direct Sales,Asia,2020,Line Item 4168,XXX_Line_Item_1_A,171.68,1,Customer5557,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1716,0
01/08/2019 0:00,8500,Direct Sales,Asia,2020,Line Item 4169,XXX_Line_Item_2_A,40,1,Customer5558,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,400,0
01/08/2019 0:00,13480,Direct Sales,Asia,2020,Line Item 4170,XXX_Line_Item_3_A,45,1,Customer5559,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,450,0
01/08/2019 0:00,790,Direct Sales,Asia,2020,Lite Item 1393,XXX_Line_Item_1_A,5808,1,Customer5560,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,58080,0
01/08/2019 0:00,1964,Direct Sales,Asia,2020,Line Item 4171,XXX_Line_Item_2_A,0,1,Customer5561,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2720,0
01/08/2019 0:00,-2396,Direct Sales,Asia,2020,Line Item 4172,XXX_Line_Item_3_A,0,1,Customer5562,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,207000,0
01/08/2019 0:00,2970,Direct Sales,Asia,2020,Line Item 4173,XXX_Line_Item_1_A,540,1,Customer5563,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5400,0
01/09/2019 0:00,168,Direct Sales,Asia,2020,Lite Item 1394,XXX_Line_Item_2_A,1920,1,Customer5564,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,19200,0
01/09/2019 0:00,236,Direct Sales,Asia,2020,Line Item 4174,XXX_Line_Item_3_A,9600,1,Customer5565,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,96000,0
01/09/2019 0:00,112,Direct Sales,Asia,2020,Line Item 4175,XXX_Line_Item_1_A,15040,1,Customer5566,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,150400,0
01/09/2019 0:00,28000,Direct Sales,Asia,2020,Line Item 4176,XXX_Line_Item_2_A,109.6,1,Customer5567,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1096,0
01/09/2019 0:00,8500,Direct Sales,Asia,2020,Lite Item 1395,XXX_Line_Item_3_A,78.64,1,Customer5568,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,786,0
01/09/2019 0:00,1060,Direct Sales,Asia,2020,Line Item 4177,XXX_Line_Item_1_A,4,1,Customer5569,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,0
01/09/2019 0:00,1560,Direct Sales,Asia,2020,Line Item 4178,XXX_Line_Item_2_A,74.8,1,Customer5570,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,0
01/09/2019 0:00,790,Direct Sales,Asia,2020,Line Item 4179,XXX_Line_Item_3_A,250.28,1,Customer5571,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2502,0
01/09/2019 0:00,8500,Direct Sales,Asia,2020,Lite Item 1396,XXX_Line_Item_1_A,960,1,Customer5572,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9600,0
01/09/2019 0:00,1708,Direct Sales,Asia,2020,Line Item 4180,XXX_Line_Item_2_A,34.92,1,Customer5573,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,350,0
01/09/2019 0:00,850,Direct Sales,Asia,2020,Line Item 4181,XXX_Line_Item_3_A,9000,1,Customer5574,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,90000,0
01/09/2019 0:00,230,Direct Sales,Asia,2020,Line Item 4182,XXX_Line_Item_1_A,9785.6,1,Customer5575,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,97856,0
01/09/2019 0:00,2800,Direct Sales,Asia,2020,Lite Item 1397,XXX_Line_Item_2_A,1753.64,1,Customer5576,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,17536,0
01/09/2019 0:00,808,Direct Sales,Asia,2020,Line Item 4183,XXX_Line_Item_3_A,3398,1,Customer5577,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,33980,0
01/09/2019 0:00,23766,Direct Sales,Asia,2020,Line Item 4184,XXX_Line_Item_1_A,5819.6,1,Customer5578,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,58196,0
01/09/2019 0:00,8710,Direct Sales,Asia,2020,Line Item 4185,XXX_Line_Item_2_A,6202.56,1,Customer5579,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,62026,0
01/09/2019 0:00,17210,Direct Sales,Asia,2021,Lite Item 1398,XXX_Line_Item_3_A,33.22,1,Customer5580,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,332,0
